deal_id,company,contact_name,stage,deal_value,probability_pct,sales_rep,created_date,expected_close_date,lead_source,industry,days_in_stage,weighted_value
DEAL-5204,Company_181,Contact_181,SQL,108892.34,21,Rep_5,2024-03-03,2024-10-29,Referral,Logistics,83,22867.39
DEAL-5205,Company_82,Contact_81,Proposal,474277.07,10,Rep_3,2024-07-26,2024-12-28,Cold Call,Technology,55,47427.71
DEAL-5206,Company_2,Contact_219,MQL,389762.07,10,Rep_3,2024-08-31,2024-04-09,Email Campaign,Logistics,8,38976.21
DEAL-5207,Company_143,Contact_109,Closed Lost,176304.53,64,Rep_2,2024-06-13,2025-01-13,Partner,Logistics,56,112834.9
DEAL-5208,Company_30,Contact_157,Closed Lost,182029.23,76,Rep_14,2024-11-28,2025-02-24,Email Campaign,Logistics,16,138342.21
DEAL-5209,Company_73,Contact_56,Closed Lost,237419.27,80,Rep_2,2024-04-26,2024-04-01,Referral,Healthcare,4,189935.42
DEAL-5210,Company_100,Contact_4,Negotiation,338530.75,81,Rep_8,2024-05-29,2025-01-23,Referral,Finance,59,274209.91
DEAL-5211,Company_149,Contact_171,Closed Won,282715.35,42,Rep_8,2024-01-02,2024-04-27,Referral,Retail,3,118740.45
DEAL-5212,Company_84,Contact_42,Closed Won,389179.38,5,Rep_1,2024-05-30,2024-09-30,Email Campaign,Logistics,37,19458.97
DEAL-5213,Company_171,Contact_273,MQL,31812.56,28,Rep_13,2024-01-08,2025-01-17,Event,Healthcare,80,8907.52
DEAL-5214,Company_96,Contact_287,SQL,410425.17,79,Rep_8,2024-12-26,2025-04-29,Event,Logistics,23,324235.88
DEAL-5215,Company_68,Contact_95,Proposal,33735.42,77,Rep_2,2024-03-29,2024-11-14,Event,Finance,62,25976.27
DEAL-5216,Company_68,Contact_87,Opportunity,441082.09,53,Rep_2,2024-10-24,2024-09-29,Event,Logistics,34,233773.51
DEAL-5217,Company_160,Contact_152,Negotiation,26410.95,7,Rep_11,2024-02-12,2025-04-10,Partner,Technology,11,1848.77
DEAL-5218,Company_133,Contact_62,Negotiation,68277.05,78,Rep_10,2024-04-10,2024-06-14,Partner,Logistics,18,53256.1
DEAL-5219,Company_26,Contact_258,Closed Lost,94191.26,82,Rep_7,2024-02-13,2024-06-08,Referral,Logistics,7,77236.83
DEAL-5220,Company_150,Contact_31,Closed Won,115410.14,26,Rep_7,2024-05-14,2024-10-14,Referral,Manufacturing,14,30006.64
DEAL-5221,Company_83,Contact_136,Lead,203872.23,81,Rep_1,2024-08-08,2024-04-28,Website,Retail,15,165136.51
DEAL-5222,Company_70,Contact_57,SQL,329463.59,65,Rep_1,2024-06-02,2024-03-11,Referral,Healthcare,79,214151.33
DEAL-5223,Company_20,Contact_249,SQL,446838.67,89,Rep_9,2024-08-09,2024-08-24,Email Campaign,Logistics,72,397686.42
DEAL-5224,Company_199,Contact_44,Negotiation,264628.89,64,Rep_6,2024-10-22,2024-05-14,Email Campaign,Technology,32,169362.49
DEAL-5225,Company_11,Contact_134,SQL,268582.42,13,Rep_4,2024-01-17,2025-01-05,Partner,Finance,65,34915.71
DEAL-5226,Company_199,Contact_250,Closed Lost,163056.02,66,Rep_6,2024-06-04,2024-11-23,Email Campaign,Technology,19,107616.97
DEAL-5227,Company_13,Contact_132,SQL,401336.81,15,Rep_10,2024-08-05,2024-10-23,Partner,Finance,57,60200.52
DEAL-5228,Company_101,Contact_56,Opportunity,59690.68,29,Rep_5,2024-07-10,2024-10-28,Email Campaign,Retail,19,17310.3
DEAL-5229,Company_21,Contact_48,Closed Won,154046.07,87,Rep_6,2024-02-23,2024-04-18,Partner,Healthcare,58,134020.08
DEAL-5230,Company_99,Contact_181,SQL,53005.8,96,Rep_5,2024-03-16,2024-09-13,Event,Healthcare,32,50885.57
DEAL-5231,Company_167,Contact_38,Lead,111019.51,50,Rep_10,2024-05-18,2024-04-04,Cold Call,Finance,77,55509.76
DEAL-5232,Company_118,Contact_107,SQL,295365.97,32,Rep_1,2024-08-26,2024-08-20,Partner,Healthcare,75,94517.11
DEAL-5233,Company_109,Contact_183,SQL,67350.39,42,Rep_14,2024-12-28,2025-01-25,Partner,Healthcare,30,28287.16
DEAL-5234,Company_24,Contact_114,Proposal,54805.81,28,Rep_9,2024-05-14,2025-06-24,Referral,Finance,4,15345.63
DEAL-5235,Company_189,Contact_248,Negotiation,413825.85,59,Rep_4,2024-07-10,2024-07-23,Referral,Logistics,29,244157.25
DEAL-5236,Company_75,Contact_206,Proposal,63558.07,45,Rep_12,2024-04-22,2024-07-07,Website,Logistics,26,28601.13
DEAL-5237,Company_108,Contact_41,Opportunity,305986.41,10,Rep_15,2024-01-13,2025-01-21,Partner,Logistics,38,30598.64
DEAL-5238,Company_179,Contact_245,Proposal,179245.54,62,Rep_1,2024-05-25,2025-05-22,Cold Call,Technology,52,111132.23
DEAL-5239,Company_126,Contact_273,MQL,448701.73,66,Rep_4,2024-05-07,2024-07-22,Email Campaign,Healthcare,89,296143.14
DEAL-5240,Company_147,Contact_61,MQL,355237.27,68,Rep_3,2024-02-25,2025-04-13,Referral,Manufacturing,6,241561.34
DEAL-5241,Company_37,Contact_108,Proposal,34417.96,94,Rep_2,2024-09-02,2024-08-01,Cold Call,Healthcare,50,32352.88
DEAL-5242,Company_92,Contact_119,Closed Won,448256.71,71,Rep_12,2024-04-04,2025-01-06,Cold Call,Finance,16,318262.26
DEAL-5243,Company_108,Contact_128,Proposal,209879.95,69,Rep_3,2024-03-23,2024-06-11,Email Campaign,Retail,49,144817.17
DEAL-5244,Company_35,Contact_139,Lead,152622.59,25,Rep_6,2024-05-22,2024-07-06,Referral,Technology,57,38155.65
DEAL-5245,Company_77,Contact_268,Closed Lost,338027.1,49,Rep_13,2024-12-18,2025-06-23,Event,Retail,73,165633.28
DEAL-5246,Company_166,Contact_195,SQL,360397.09,46,Rep_10,2024-08-20,2024-09-06,Cold Call,Healthcare,50,165782.66
DEAL-5247,Company_186,Contact_268,Negotiation,155109.13,96,Rep_11,2024-06-04,2024-03-08,Referral,Manufacturing,16,148904.76
DEAL-5248,Company_164,Contact_105,Closed Lost,179069.99,50,Rep_2,2024-10-27,2025-03-12,Website,Manufacturing,82,89535.0
DEAL-5249,Company_186,Contact_157,Closed Lost,82383.6,70,Rep_15,2024-01-08,2024-05-01,Website,Retail,37,57668.52
DEAL-5250,Company_199,Contact_32,Lead,298754.56,56,Rep_2,2024-05-03,2024-04-23,Referral,Retail,43,167302.55
DEAL-5251,Company_40,Contact_83,MQL,478669.98,10,Rep_11,2024-07-16,2025-04-12,Event,Technology,58,47867.0
DEAL-5252,Company_171,Contact_175,Negotiation,211229.11,93,Rep_10,2024-06-27,2024-08-17,Partner,Logistics,24,196443.07
DEAL-5253,Company_124,Contact_52,Closed Won,498122.06,68,Rep_7,2024-09-04,2024-05-07,Partner,Technology,88,338723.0
DEAL-5254,Company_171,Contact_288,Closed Won,92325.23,26,Rep_13,2024-09-13,2025-06-19,Referral,Logistics,4,24004.56
DEAL-5255,Company_127,Contact_82,Proposal,399069.23,10,Rep_14,2024-06-15,2024-07-15,Email Campaign,Logistics,14,39906.92
DEAL-5256,Company_25,Contact_49,MQL,464413.59,93,Rep_2,2024-12-06,2025-01-03,Referral,Manufacturing,89,431904.64
DEAL-5257,Company_112,Contact_234,Negotiation,345586.9,34,Rep_15,2024-12-05,2024-07-06,Website,Manufacturing,41,117499.55
DEAL-5258,Company_152,Contact_27,Negotiation,59116.51,6,Rep_4,2024-06-22,2024-12-09,Email Campaign,Technology,80,3546.99
DEAL-5259,Company_25,Contact_98,Opportunity,166637.97,63,Rep_12,2024-11-26,2025-02-03,Email Campaign,Logistics,81,104981.92
DEAL-5260,Company_101,Contact_60,Negotiation,47404.58,6,Rep_13,2024-08-22,2025-03-05,Event,Retail,89,2844.27
DEAL-5261,Company_131,Contact_208,MQL,302865.32,25,Rep_9,2024-02-20,2024-09-17,Website,Healthcare,65,75716.33
DEAL-5262,Company_93,Contact_253,Closed Won,499083.66,89,Rep_13,2024-02-13,2024-12-25,Event,Manufacturing,61,444184.46
DEAL-5263,Company_160,Contact_59,Lead,190503.53,8,Rep_13,2024-01-30,2025-04-14,Referral,Retail,55,15240.28
DEAL-5264,Company_26,Contact_125,Closed Won,85657.8,76,Rep_8,2024-03-18,2025-04-14,Referral,Healthcare,61,65099.93
DEAL-5265,Company_69,Contact_144,Closed Won,137976.9,63,Rep_3,2024-04-24,2025-02-27,Website,Finance,23,86925.45
DEAL-5266,Company_190,Contact_207,Negotiation,287546.97,34,Rep_7,2024-01-26,2024-09-11,Referral,Technology,73,97765.97
DEAL-5267,Company_103,Contact_106,Closed Won,286636.08,32,Rep_14,2024-08-10,2024-11-14,Cold Call,Logistics,17,91723.55
DEAL-5268,Company_37,Contact_157,Closed Lost,118761.31,50,Rep_4,2024-05-30,2025-06-15,Referral,Retail,43,59380.66
DEAL-5269,Company_24,Contact_151,MQL,376598.85,55,Rep_15,2024-08-08,2024-06-30,Referral,Finance,34,207129.37
DEAL-5270,Company_119,Contact_4,Proposal,48566.08,89,Rep_3,2024-07-03,2025-02-01,Email Campaign,Manufacturing,68,43223.81
DEAL-5271,Company_186,Contact_171,Negotiation,313404.94,29,Rep_10,2024-04-09,2025-03-21,Website,Manufacturing,23,90887.43
DEAL-5272,Company_10,Contact_170,Closed Lost,215720.98,61,Rep_10,2024-08-13,2024-10-21,Partner,Technology,19,131589.8
DEAL-5273,Company_22,Contact_297,Negotiation,67951.63,70,Rep_3,2024-12-14,2025-04-26,Referral,Finance,72,47566.14
DEAL-5274,Company_75,Contact_153,Proposal,319020.45,6,Rep_8,2024-04-25,2024-09-25,Event,Finance,44,19141.23
DEAL-5275,Company_42,Contact_270,Proposal,338159.46,90,Rep_3,2024-04-22,2025-04-12,Email Campaign,Technology,65,304343.51
DEAL-5276,Company_25,Contact_105,MQL,222810.05,99,Rep_6,2024-07-07,2025-01-08,Event,Manufacturing,79,220581.95
DEAL-5277,Company_60,Contact_209,SQL,400006.45,13,Rep_15,2024-10-21,2024-03-26,Referral,Technology,75,52000.84
DEAL-5278,Company_128,Contact_270,Opportunity,257111.71,29,Rep_1,2024-07-13,2025-04-05,Referral,Manufacturing,36,74562.4
DEAL-5279,Company_165,Contact_46,Closed Lost,146448.45,79,Rep_14,2024-10-31,2025-02-03,Website,Retail,16,115694.28
DEAL-5280,Company_61,Contact_170,Closed Won,477032.63,81,Rep_11,2024-01-28,2024-06-17,Referral,Technology,86,386396.43
DEAL-5281,Company_140,Contact_275,Negotiation,472301.8,19,Rep_12,2024-02-06,2025-02-06,Email Campaign,Logistics,28,89737.34
DEAL-5282,Company_164,Contact_167,Lead,52332.59,92,Rep_5,2024-05-28,2024-11-05,Email Campaign,Finance,69,48145.98
DEAL-5283,Company_2,Contact_267,Negotiation,473310.23,36,Rep_15,2024-03-26,2025-06-03,Event,Logistics,69,170391.68
DEAL-5284,Company_170,Contact_126,Opportunity,388863.78,32,Rep_4,2024-01-09,2024-07-27,Partner,Technology,40,124436.41
DEAL-5285,Company_37,Contact_266,Negotiation,57788.86,38,Rep_8,2024-03-19,2024-07-07,Event,Retail,15,21959.77
DEAL-5286,Company_137,Contact_189,Opportunity,262066.01,68,Rep_1,2024-04-09,2024-03-29,Cold Call,Finance,43,178204.89
DEAL-5287,Company_150,Contact_144,Negotiation,22300.9,24,Rep_14,2024-12-02,2025-03-18,Cold Call,Retail,13,5352.22
DEAL-5288,Company_169,Contact_65,MQL,296484.25,56,Rep_11,2024-10-13,2025-06-23,Partner,Logistics,32,166031.18
DEAL-5289,Company_81,Contact_52,MQL,466927.88,12,Rep_3,2024-05-08,2025-01-30,Event,Manufacturing,35,56031.35
DEAL-5290,Company_132,Contact_87,MQL,187263.82,18,Rep_10,2024-12-16,2024-08-27,Cold Call,Finance,47,33707.49
DEAL-5291,Company_6,Contact_226,Closed Lost,256769.46,78,Rep_3,2024-11-02,2025-05-02,Event,Technology,17,200280.18
DEAL-5292,Company_89,Contact_140,Lead,117642.36,41,Rep_7,2024-04-01,2024-07-02,Website,Finance,76,48233.37
DEAL-5293,Company_192,Contact_117,SQL,272768.39,80,Rep_8,2024-06-23,2025-02-01,Event,Manufacturing,8,218214.71
DEAL-5294,Company_32,Contact_140,SQL,402274.46,75,Rep_14,2024-12-03,2024-12-16,Partner,Retail,88,301705.84
DEAL-5295,Company_31,Contact_104,Closed Won,111552.85,99,Rep_5,2024-06-16,2025-04-20,Email Campaign,Manufacturing,28,110437.32
DEAL-5296,Company_140,Contact_242,SQL,278975.95,18,Rep_1,2024-05-15,2025-06-17,Email Campaign,Healthcare,44,50215.67
DEAL-5297,Company_102,Contact_117,Closed Lost,180548.42,93,Rep_7,2024-11-26,2024-08-23,Website,Retail,78,167910.03
DEAL-5298,Company_91,Contact_142,Closed Lost,375196.68,89,Rep_14,2024-08-29,2024-04-16,Email Campaign,Technology,59,333925.05
DEAL-5299,Company_50,Contact_168,Negotiation,352509.14,46,Rep_12,2024-06-10,2024-05-16,Referral,Technology,6,162154.2
DEAL-5300,Company_35,Contact_194,SQL,350900.88,17,Rep_1,2024-11-14,2025-02-24,Partner,Manufacturing,54,59653.15
DEAL-5301,Company_147,Contact_100,Proposal,192012.55,17,Rep_1,2024-09-29,2024-08-24,Referral,Finance,51,32642.13
DEAL-5302,Company_72,Contact_22,Negotiation,301643.25,53,Rep_12,2024-05-07,2024-05-08,Referral,Healthcare,84,159870.92
DEAL-5303,Company_155,Contact_207,Lead,327287.17,6,Rep_11,2024-06-04,2025-04-01,Cold Call,Healthcare,51,19637.23
DEAL-5304,Company_89,Contact_168,Closed Won,342002.92,14,Rep_9,2024-01-18,2025-01-10,Event,Retail,89,47880.41
DEAL-5305,Company_80,Contact_194,Opportunity,289751.9,55,Rep_2,2024-02-07,2024-05-04,Partner,Logistics,48,159363.55
DEAL-5306,Company_46,Contact_163,Closed Won,434068.35,58,Rep_5,2024-12-15,2025-02-11,Cold Call,Manufacturing,18,251759.64
DEAL-5307,Company_132,Contact_153,Proposal,128155.3,86,Rep_13,2024-01-20,2025-01-05,Referral,Retail,45,110213.56
DEAL-5308,Company_57,Contact_284,Closed Won,32624.36,97,Rep_3,2024-11-02,2025-06-23,Event,Logistics,82,31645.63
DEAL-5309,Company_181,Contact_17,Lead,481439.21,30,Rep_4,2024-03-17,2025-06-24,Email Campaign,Retail,2,144431.76
DEAL-5310,Company_82,Contact_28,Lead,35063.19,36,Rep_7,2024-07-17,2025-06-19,Cold Call,Technology,36,12622.75
DEAL-5311,Company_163,Contact_281,Lead,451963.05,23,Rep_12,2024-09-21,2025-05-10,Partner,Healthcare,5,103951.5
DEAL-5312,Company_94,Contact_266,Closed Won,308081.04,26,Rep_13,2024-12-28,2025-03-22,Cold Call,Logistics,75,80101.07
DEAL-5313,Company_83,Contact_124,Closed Lost,459776.49,46,Rep_9,2024-05-16,2025-01-21,Email Campaign,Manufacturing,46,211497.19
DEAL-5314,Company_91,Contact_162,Closed Lost,284652.2,99,Rep_8,2024-12-04,2024-11-21,Partner,Healthcare,64,281805.68
DEAL-5315,Company_88,Contact_135,SQL,411399.32,89,Rep_6,2024-06-15,2025-03-22,Referral,Finance,87,366145.39
DEAL-5316,Company_96,Contact_299,SQL,362038.68,91,Rep_1,2024-11-13,2025-06-14,Partner,Logistics,75,329455.2
DEAL-5317,Company_177,Contact_137,SQL,264930.51,47,Rep_5,2024-02-07,2024-04-26,Partner,Technology,37,124517.34
DEAL-5318,Company_140,Contact_228,Closed Won,184845.18,67,Rep_4,2024-04-08,2024-05-06,Cold Call,Logistics,84,123846.27
DEAL-5319,Company_7,Contact_110,SQL,6415.22,73,Rep_1,2024-08-16,2024-10-29,Cold Call,Manufacturing,43,4683.11
DEAL-5320,Company_12,Contact_115,Proposal,129198.11,28,Rep_12,2024-09-15,2024-07-21,Website,Manufacturing,88,36175.47
DEAL-5321,Company_5,Contact_202,Negotiation,476124.57,48,Rep_6,2024-10-21,2024-11-15,Website,Finance,88,228539.79
DEAL-5322,Company_138,Contact_120,SQL,141353.61,57,Rep_8,2024-05-10,2024-07-30,Partner,Retail,20,80571.56
DEAL-5323,Company_41,Contact_5,Opportunity,377166.96,40,Rep_4,2024-08-16,2025-03-17,Cold Call,Finance,70,150866.78
DEAL-5324,Company_77,Contact_52,Negotiation,256706.32,49,Rep_9,2024-08-15,2025-05-12,Event,Technology,63,125786.1
DEAL-5325,Company_165,Contact_262,Closed Won,157714.62,46,Rep_3,2024-12-26,2024-07-16,Referral,Healthcare,69,72548.73
DEAL-5326,Company_27,Contact_110,MQL,495591.26,10,Rep_11,2024-02-12,2025-03-12,Referral,Logistics,15,49559.13
DEAL-5327,Company_31,Contact_31,Proposal,28252.32,77,Rep_12,2024-01-06,2024-04-21,Event,Finance,45,21754.29
DEAL-5328,Company_16,Contact_281,MQL,293128.17,90,Rep_5,2024-07-29,2025-03-24,Email Campaign,Technology,14,263815.35
DEAL-5329,Company_57,Contact_299,Lead,233451.52,76,Rep_4,2024-01-06,2025-02-03,Referral,Logistics,80,177423.16
DEAL-5330,Company_18,Contact_150,Negotiation,42880.57,93,Rep_12,2024-03-12,2025-02-09,Website,Logistics,78,39878.93
DEAL-5331,Company_126,Contact_188,Opportunity,110977.62,46,Rep_4,2024-07-02,2024-10-26,Event,Logistics,52,51049.71
DEAL-5332,Company_147,Contact_226,SQL,348649.78,10,Rep_3,2024-04-08,2024-04-22,Website,Logistics,12,34864.98
DEAL-5333,Company_37,Contact_20,Lead,58622.67,30,Rep_6,2024-04-07,2025-04-15,Website,Logistics,59,17586.8
DEAL-5334,Company_105,Contact_89,Closed Lost,401507.43,86,Rep_15,2024-05-06,2024-04-23,Referral,Logistics,40,345296.39
DEAL-5335,Company_61,Contact_169,Closed Won,314405.19,18,Rep_7,2024-09-08,2024-10-21,Partner,Logistics,71,56592.93
DEAL-5336,Company_16,Contact_165,Closed Lost,54924.51,56,Rep_4,2024-05-13,2024-05-24,Email Campaign,Manufacturing,9,30757.73
DEAL-5337,Company_93,Contact_100,Lead,146973.24,5,Rep_8,2024-10-17,2025-04-17,Website,Finance,37,7348.66
DEAL-5338,Company_139,Contact_1,Lead,72903.04,35,Rep_6,2024-02-28,2024-12-05,Partner,Healthcare,33,25516.06
DEAL-5339,Company_46,Contact_285,MQL,399812.64,15,Rep_10,2024-02-07,2024-11-03,Partner,Healthcare,85,59971.9
DEAL-5340,Company_157,Contact_184,Lead,268815.01,15,Rep_7,2024-03-01,2024-08-02,Event,Retail,27,40322.25
DEAL-5341,Company_198,Contact_226,Opportunity,6400.82,20,Rep_9,2024-12-01,2025-03-17,Website,Manufacturing,88,1280.16
DEAL-5342,Company_12,Contact_131,Negotiation,273737.31,56,Rep_7,2024-04-11,2024-06-11,Website,Finance,83,153292.89
DEAL-5343,Company_33,Contact_152,MQL,243987.82,70,Rep_8,2024-01-11,2025-02-15,Partner,Technology,53,170791.47
DEAL-5344,Company_58,Contact_133,Opportunity,323322.82,32,Rep_7,2024-04-25,2025-06-16,Event,Retail,16,103463.3
DEAL-5345,Company_170,Contact_129,Proposal,22247.81,82,Rep_6,2024-09-08,2024-07-08,Event,Logistics,20,18243.2
DEAL-5346,Company_29,Contact_201,SQL,22535.77,42,Rep_15,2024-05-12,2025-01-29,Cold Call,Logistics,2,9465.02
DEAL-5347,Company_94,Contact_298,Opportunity,177937.21,75,Rep_4,2024-05-20,2024-07-29,Email Campaign,Technology,69,133452.91
DEAL-5348,Company_107,Contact_233,Proposal,345826.36,55,Rep_13,2024-02-01,2025-05-27,Referral,Retail,65,190204.5
DEAL-5349,Company_26,Contact_200,Closed Lost,334946.26,73,Rep_11,2024-09-01,2025-05-12,Website,Retail,29,244510.77
DEAL-5350,Company_9,Contact_4,SQL,142740.47,97,Rep_8,2024-03-21,2024-07-31,Referral,Healthcare,66,138458.26
DEAL-5351,Company_24,Contact_154,Lead,111953.43,99,Rep_5,2024-02-05,2024-06-21,Email Campaign,Manufacturing,52,110833.9
DEAL-5352,Company_12,Contact_286,Closed Won,343147.17,60,Rep_8,2024-09-18,2024-04-10,Cold Call,Healthcare,73,205888.3
DEAL-5353,Company_100,Contact_119,Proposal,18420.8,96,Rep_13,2024-12-08,2025-02-03,Email Campaign,Logistics,8,17683.97
DEAL-5354,Company_187,Contact_165,Opportunity,280607.75,71,Rep_3,2024-08-11,2025-05-22,Cold Call,Logistics,18,199231.5
DEAL-5355,Company_71,Contact_98,Negotiation,214928.83,30,Rep_9,2024-12-09,2024-05-10,Email Campaign,Retail,72,64478.65
DEAL-5356,Company_52,Contact_58,Closed Lost,123347.97,93,Rep_12,2024-05-27,2025-04-02,Partner,Healthcare,33,114713.61
DEAL-5357,Company_47,Contact_211,MQL,262547.55,18,Rep_10,2024-07-09,2025-03-03,Email Campaign,Retail,86,47258.56
DEAL-5358,Company_196,Contact_94,Closed Won,112497.99,49,Rep_3,2024-05-10,2024-10-16,Partner,Logistics,79,55124.02
DEAL-5359,Company_191,Contact_176,Negotiation,284339.19,19,Rep_8,2024-07-05,2024-06-17,Partner,Finance,9,54024.45
DEAL-5360,Company_130,Contact_178,Proposal,78742.05,79,Rep_3,2024-11-22,2025-01-12,Email Campaign,Logistics,36,62206.22
DEAL-5361,Company_93,Contact_254,Closed Won,205817.99,90,Rep_14,2024-08-20,2024-12-15,Partner,Retail,66,185236.19
DEAL-5362,Company_32,Contact_281,SQL,257661.04,82,Rep_6,2024-01-10,2025-03-31,Referral,Technology,13,211282.05
DEAL-5363,Company_185,Contact_166,Closed Won,20692.01,14,Rep_7,2024-07-31,2024-11-30,Email Campaign,Manufacturing,77,2896.88
DEAL-5364,Company_1,Contact_16,Proposal,307305.03,30,Rep_13,2024-05-18,2024-03-24,Website,Finance,9,92191.51
DEAL-5365,Company_33,Contact_175,Closed Lost,376406.07,37,Rep_7,2024-07-17,2024-06-08,Website,Retail,10,139270.25
DEAL-5366,Company_136,Contact_265,Opportunity,478256.41,15,Rep_3,2024-07-23,2024-09-02,Website,Logistics,49,71738.46
DEAL-5367,Company_37,Contact_143,Negotiation,105547.54,55,Rep_14,2024-08-03,2024-10-26,Website,Manufacturing,22,58051.15
DEAL-5368,Company_22,Contact_169,Opportunity,108304.21,8,Rep_10,2024-11-13,2024-08-18,Cold Call,Manufacturing,57,8664.34
DEAL-5369,Company_119,Contact_229,Opportunity,155891.26,63,Rep_10,2024-11-10,2025-05-03,Event,Technology,35,98211.49
DEAL-5370,Company_6,Contact_132,Opportunity,445928.2,59,Rep_2,2024-12-21,2024-07-15,Partner,Logistics,25,263097.64
DEAL-5371,Company_54,Contact_125,Closed Lost,206394.3,61,Rep_7,2024-08-11,2025-01-26,Partner,Healthcare,75,125900.52
DEAL-5372,Company_128,Contact_145,Closed Won,154387.94,91,Rep_7,2024-04-14,2024-08-24,Referral,Technology,15,140493.03
DEAL-5373,Company_37,Contact_255,MQL,371884.49,79,Rep_4,2024-03-12,2025-06-27,Cold Call,Logistics,44,293788.75
DEAL-5374,Company_152,Contact_146,Closed Won,23805.14,29,Rep_9,2024-11-06,2025-05-21,Cold Call,Finance,15,6903.49
DEAL-5375,Company_19,Contact_98,Proposal,276663.18,59,Rep_4,2024-11-30,2025-03-18,Website,Finance,13,163231.28
DEAL-5376,Company_123,Contact_179,Lead,227844.05,81,Rep_8,2024-01-14,2025-03-08,Website,Technology,19,184553.68
DEAL-5377,Company_16,Contact_208,Closed Won,314304.81,85,Rep_13,2024-03-20,2025-01-08,Cold Call,Retail,23,267159.09
DEAL-5378,Company_146,Contact_273,MQL,366894.34,66,Rep_12,2024-09-05,2024-12-11,Partner,Logistics,37,242150.26
DEAL-5379,Company_150,Contact_267,Closed Won,165869.25,13,Rep_5,2024-03-01,2024-11-30,Cold Call,Retail,42,21563.0
DEAL-5380,Company_159,Contact_235,Opportunity,320026.51,46,Rep_4,2024-01-19,2024-03-14,Cold Call,Logistics,13,147212.19
DEAL-5381,Company_57,Contact_230,Closed Lost,264542.71,86,Rep_1,2024-12-30,2025-05-31,Partner,Logistics,4,227506.73
DEAL-5382,Company_48,Contact_135,Opportunity,71314.07,12,Rep_6,2024-02-05,2025-06-22,Cold Call,Logistics,9,8557.69
DEAL-5383,Company_195,Contact_103,Lead,441454.47,61,Rep_1,2024-03-19,2024-11-12,Event,Technology,57,269287.23
DEAL-5384,Company_146,Contact_169,Closed Won,378522.13,56,Rep_2,2024-12-27,2025-04-28,Partner,Finance,87,211972.39
DEAL-5385,Company_37,Contact_212,Negotiation,461218.8,26,Rep_15,2024-02-06,2024-09-13,Website,Finance,3,119916.89
DEAL-5386,Company_6,Contact_156,SQL,361600.27,37,Rep_13,2024-10-19,2024-04-24,Email Campaign,Retail,4,133792.1
DEAL-5387,Company_71,Contact_62,MQL,126179.25,97,Rep_9,2024-07-24,2025-04-11,Cold Call,Logistics,70,122393.87
DEAL-5388,Company_133,Contact_5,Closed Won,218110.48,61,Rep_12,2024-07-16,2024-11-04,Website,Finance,65,133047.39
DEAL-5389,Company_75,Contact_18,Closed Won,196499.87,94,Rep_8,2024-10-29,2025-06-01,Website,Retail,66,184709.88
DEAL-5390,Company_161,Contact_128,SQL,22731.86,49,Rep_10,2024-01-08,2024-06-12,Email Campaign,Finance,16,11138.61
DEAL-5391,Company_100,Contact_237,Negotiation,208221.34,85,Rep_14,2024-01-23,2024-10-20,Email Campaign,Retail,78,176988.14
DEAL-5392,Company_198,Contact_237,MQL,176056.88,63,Rep_2,2024-03-12,2025-01-20,Email Campaign,Manufacturing,56,110915.83
DEAL-5393,Company_174,Contact_242,MQL,6942.27,91,Rep_6,2024-06-28,2024-05-06,Event,Healthcare,15,6317.47
DEAL-5394,Company_94,Contact_213,Negotiation,424326.01,36,Rep_2,2024-12-18,2025-06-29,Event,Technology,11,152757.36
DEAL-5395,Company_167,Contact_7,Closed Won,76217.84,41,Rep_12,2024-01-26,2024-12-22,Website,Healthcare,54,31249.31
DEAL-5396,Company_90,Contact_265,Closed Lost,252971.32,8,Rep_13,2024-06-02,2024-05-23,Website,Manufacturing,70,20237.71
DEAL-5397,Company_2,Contact_284,Opportunity,393415.52,26,Rep_11,2024-06-05,2025-02-24,Cold Call,Logistics,70,102288.04
DEAL-5398,Company_62,Contact_255,MQL,304218.28,18,Rep_10,2024-03-12,2025-05-02,Email Campaign,Retail,53,54759.29
DEAL-5399,Company_82,Contact_134,Proposal,88828.86,22,Rep_8,2024-05-05,2024-08-29,Partner,Manufacturing,46,19542.35
DEAL-5400,Company_195,Contact_65,Negotiation,311014.51,34,Rep_1,2024-03-14,2024-12-23,Partner,Healthcare,62,105744.93
DEAL-5401,Company_165,Contact_271,Closed Lost,380010.46,88,Rep_12,2024-02-20,2025-02-28,Event,Logistics,12,334409.2
DEAL-5402,Company_30,Contact_56,Lead,428108.44,40,Rep_14,2024-07-09,2024-05-10,Referral,Logistics,33,171243.38
DEAL-5403,Company_1,Contact_236,Negotiation,162733.61,83,Rep_15,2024-12-06,2024-11-14,Email Campaign,Logistics,9,135068.9
DEAL-5404,Company_106,Contact_289,Proposal,21791.09,82,Rep_6,2024-05-27,2024-11-28,Website,Logistics,75,17868.69
DEAL-5405,Company_107,Contact_270,Proposal,305934.36,98,Rep_4,2024-08-20,2024-07-25,Cold Call,Retail,54,299815.67
DEAL-5406,Company_147,Contact_156,Lead,116755.41,53,Rep_10,2024-09-02,2024-07-24,Website,Logistics,70,61880.37
DEAL-5407,Company_52,Contact_250,Lead,391543.06,85,Rep_1,2024-11-04,2025-01-01,Partner,Retail,45,332811.6
DEAL-5408,Company_162,Contact_249,Proposal,341541.45,44,Rep_1,2024-10-28,2025-03-02,Cold Call,Retail,83,150278.24
